"host_response_rate" "host_acceptance_rate" "host_response_time" "host_is_superhost"
"34009" 100 86 "within an hour" "f"
"34010" 70 50 "within a day" "f"
"34011" 100 100 "within a day" "f"
"34012" 95 100 "within a few hours" "f"
"34013" 100 89 "within an hour" "f"
"34014" NA NA "N/A" "f"
"34015" 100 91 "within a few hours" "f"
"34016" 100 0 "within a day" "f"
"34017" 100 100 "within an hour" "f"
"34018" 90 100 "within a few hours" "f"
"34019" 70 67 "within a day" "f"
"34020" 80 40 "within a few hours" "f"
"34021" 100 100 "within an hour" "f"
"34022" 100 100 "within a few hours" "f"
"34023" 100 96 "within an hour" "f"
"34024" NA NA "N/A" "f"
"34025" 40 88 "a few days or more" "f"
"34026" 83 100 "within a day" "f"
"34027" 67 100 "within a day" "f"
"34028" 94 94 "within a few hours" "f"
"34029" 100 100 "within a day" "f"
"34030" 100 NA "within a few hours" "f"
"34031" 100 NA "within a few hours" "f"
"34032" 100 100 "within an hour" "f"
"34033" NA NA "N/A" "f"
"34034" NA NA "N/A" "f"
"34035" NA NA "N/A" "f"
"34036" 100 100 "within a few hours" "f"
"34037" 100 NA "within a day" "f"
"34038" 100 100 "within a day" "f"
"34039" 83 100 "within a day" "f"
"34040" 93 91 "within a day" "f"
"34041" 100 100 "within a few hours" "f"
"34042" 100 100 "within an hour" "f"
"34043" 99 100 "within an hour" "f"
"34044" 100 NA "within a few hours" "f"
"34045" 71 100 "within a few hours" "f"
"34046" NA NA "N/A" "f"
"34047" 100 100 "within a few hours" "f"
"34048" NA NA "N/A" "f"
"34049" NA NA "N/A" "f"
"34050" 100 100 "within an hour" "f"
"34051" 100 100 "within an hour" "f"
"34052" 100 100 "within an hour" "f"
"34053" 100 82 "within a few hours" "f"
"34054" 90 75 "within a few hours" "f"
"34055" NA NA "N/A" "f"
"34056" 100 NA "within a few hours" "f"
"34057" 100 0 "within an hour" "f"
"34058" 100 100 "within an hour" "f"
"34059" 50 100 "within a day" "f"
"34060" NA NA "N/A" "f"
"34061" 100 100 "within an hour" "f"
"34062" 100 53 "within a few hours" "f"
"34063" 84 72 "within a day" "f"
"34064" 96 97 "within a few hours" "f"
"34065" 80 90 "within a few hours" "f"
"34066" 40 100 "a few days or more" "f"
"34067" NA NA "N/A" "f"
"34068" 100 78 "within an hour" "t"
"34069" NA NA "N/A" "f"
"34070" 70 80 "within a day" "f"
"34071" NA NA "N/A" "f"
"34072" NA NA "N/A" "f"
"34073" 100 100 "within an hour" "f"
"34074" 100 67 "within a day" "f"
"34075" 100 100 "within an hour" "f"
"34076" 80 100 "within a day" "f"
"34077" NA NA "N/A" "f"
"34078" 100 100 "within a day" "f"
"34079" 100 100 "within a day" "f"
"34080" 100 100 "within an hour" "f"
"34081" 100 32 "within a few hours" "f"
"34082" 70 63 "within a few hours" "f"
"34083" 100 67 "within an hour" "f"
"34084" 100 100 "within a few hours" "f"
"34085" 90 100 "within an hour" "f"
"34086" 91 92 "within a day" "f"
"34087" 100 93 "within an hour" "t"
"34088" NA NA "N/A" "f"
"34089" 100 0 "within a few hours" "f"
"34090" 100 100 "within an hour" "f"
"34091" 91 100 "within an hour" "f"
"34092" 99 100 "within an hour" "f"
"34093" 100 0 "within a few hours" "f"
"34094" 100 0 "within a day" "f"
"34095" 67 100 "within a day" "f"
"34096" 80 100 "within a day" "f"
"34097" 100 100 "within an hour" "f"
"34098" 100 100 "within a few hours" "f"
"34099" 90 100 "within an hour" "f"
"34100" 92 88 "within a day" "f"
"34101" 100 100 "within an hour" "f"
"34102" 100 100 "within a few hours" "f"
"34103" 100 100 "within a few hours" "f"
"34104" 100 100 "within a few hours" "f"
"34105" NA NA "N/A" "f"
"34106" 100 100 "within an hour" "f"
"34107" 100 NA "within a day" "f"
"34108" 50 NA "within a day" "f"
"34109" NA NA "N/A" "f"
"34110" 74 81 "within a day" "f"
"34111" 100 100 "within an hour" "f"
"34112" 100 100 "within an hour" "f"
"34113" 100 92 "within an hour" "f"
"34114" 95 100 "within a day" "f"
"34115" 30 100 "a few days or more" "f"
"34116" 100 NA "within an hour" "f"
"34117" 100 100 "within a few hours" "f"
"34118" 100 20 "within a day" "f"
"34119" 100 97 "within an hour" "f"
"34120" 100 100 "within a few hours" "f"
"34121" 75 100 "within a few hours" "f"
"34122" 100 NA "within a day" "f"
"34123" NA NA "N/A" "f"
"34124" 100 NA "within an hour" "f"
"34125" NA NA "N/A" "f"
"34126" NA NA "N/A" "f"
"34127" 80 100 "within a few hours" "f"
"34128" 100 85 "within a few hours" "f"
"34129" 100 0 "within a few hours" "f"
"34130" 97 100 "within an hour" "f"
"34131" 100 100 "within an hour" "f"
"34132" 100 50 "within a day" "f"
"34133" 100 100 "within an hour" "f"
"34134" 100 100 "within an hour" "f"
"34135" 50 NA "within a day" "f"
"34136" 100 98 "within an hour" "f"
"34137" 100 100 "within an hour" "f"
"34138" 100 91 "within a day" "f"
"34139" 100 100 "within a few hours" "t"
"34140" 94 82 "within a few hours" "f"
"34141" 87 100 "within an hour" "f"
"34142" 100 96 "within a few hours" "f"
"34143" NA NA "N/A" "f"
"34144" 100 NA "within a few hours" "f"
"34145" 90 100 "within a few hours" "f"
"34146" 100 25 "within a few hours" "f"
"34147" 100 50 "within an hour" "f"
"34148" 100 100 "within an hour" "f"
"34149" NA NA "N/A" "f"
"34150" 100 100 "within a few hours" "f"
"34151" 99 99 "within an hour" "f"
"34152" 50 75 "within a day" "f"
"34153" NA NA "N/A" "f"
"34154" NA NA "N/A" "f"
"34155" 100 100 "within a few hours" "f"
"34156" NA NA "N/A" "f"
"34157" 83 100 "within a day" "f"
"34158" NA NA "N/A" "f"
"34159" 100 0 "within a day" "f"
"34160" 100 100 "within a day" "t"
"34161" 100 67 "within an hour" "f"
"34162" 100 100 "within a few hours" "f"
"34163" 100 100 "within an hour" "f"
"34164" 100 93 "within an hour" "f"
"34165" NA NA "N/A" "f"
"34166" 100 NA "within a day" "f"
"34167" 100 NA "within a day" "t"
"34168" NA NA "N/A" "f"
"34169" 100 100 "within an hour" "f"
"34170" 67 NA "within a day" "f"
"34171" 80 25 "within a day" "f"
"34172" 100 0 "within a few hours" "f"
"34173" 100 100 "within an hour" "f"
"34174" NA NA "N/A" "f"
"34175" 90 100 "within a few hours" "f"
"34176" 100 0 "within a day" "f"
"34177" 70 40 "within a day" "f"
"34178" 100 50 "within a day" "f"
"34179" 100 98 "within an hour" "f"
"34180" 100 100 "within a few hours" "f"
"34181" NA NA "N/A" "f"
"34182" 83 50 "within a few hours" "f"
"34183" 100 100 "within an hour" "f"
"34184" 40 100 "a few days or more" "f"
"34185" 50 89 "within a day" "f"
"34186" 94 78 "within a few hours" "f"
"34187" 67 NA "within a day" "f"
"34188" 100 100 "within a few hours" "f"
"34189" 100 86 "within a day" "f"
"34190" 100 69 "within a few hours" "f"
"34191" 75 100 "within a day" "f"
"34192" NA NA "N/A" "f"
"34193" 100 95 "within an hour" "f"
"34194" NA NA "N/A" "f"
"34195" 88 100 "within a few hours" "f"
"34196" NA NA "N/A" "f"
"34197" NA NA "N/A" "f"
"34198" 56 100 "within a day" "f"
"34199" 100 100 "within an hour" "f"
"34200" 100 80 "within an hour" "f"
"34201" 100 100 "within an hour" "f"
"34202" 100 100 "within a few hours" "f"
"34203" 75 100 "within a day" "f"
"34204" NA NA "N/A" "f"
"34205" 83 100 "within an hour" "f"
"34206" 75 100 "within a day" "f"
"34207" 100 NA "within an hour" "f"
"34208" NA NA "N/A" "f"
"34209" 100 100 "within an hour" "f"
"34210" 100 0 "within an hour" "f"
"34211" NA NA "N/A" "f"
"34212" 100 0 "within a day" "f"
"34213" 100 70 "within a few hours" "f"
"34214" 100 100 "within an hour" "f"
"34215" 100 0 "within a day" "f"
"34216" 93 100 "within an hour" "f"
"34217" 100 92 "within a few hours" "f"
"34218" 100 67 "within a few hours" "f"
"34219" 100 75 "within a few hours" "f"
"34220" 100 100 "within a few hours" "f"
"34221" 100 100 "within an hour" "f"
"34222" 90 92 "within a day" "f"
"34223" NA NA "N/A" "f"
"34224" 60 0 "within a day" "f"
"34225" 100 88 "within an hour" "f"
"34226" 90 100 "within a few hours" "f"
"34227" 100 80 "within an hour" "t"
"34228" NA NA "N/A" "f"
"34229" 100 100 "within an hour" "f"
"34230" 100 100 "within a few hours" "f"
"34231" 100 83 "within an hour" "f"
"34232" NA NA "N/A" "f"
"34233" 100 0 "within a day" "f"
"34234" 100 NA "within an hour" "f"
"34235" NA NA "N/A" "f"
"34236" 100 0 "within an hour" "f"
"34237" 100 100 "within an hour" "f"
"34238" 90 100 "within a few hours" "f"
"34239" 91 100 "within an hour" "f"
"34240" 83 93 "within a few hours" "f"
"34241" 100 98 "within an hour" "f"
"34242" 90 78 "within a day" "t"
"34243" 100 NA "within a day" "f"
"34244" 100 71 "within an hour" "f"
"34245" 60 NA "within a few hours" "f"
"34246" 100 96 "within an hour" "f"
"34247" 80 100 "within a few hours" "f"
"34248" 100 100 "within an hour" "f"
"34249" 100 100 "within an hour" "f"
"34250" 70 89 "within a few hours" "f"
"34251" 75 0 "within a day" "f"
"34252" NA NA "N/A" "f"
"34253" 100 100 "within a few hours" "f"
"34254" 100 57 "within a day" "f"
"34255" 100 50 "within a few hours" "f"
"34256" NA NA "N/A" "f"
"34257" 100 100 "within a few hours" "f"
"34258" NA 100 "N/A" "f"
"34259" 82 81 "within a day" "f"
"34260" 100 97 "within an hour" "f"
"34261" NA NA "N/A" "f"
"34262" 100 83 "within an hour" "f"
"34263" NA NA "N/A" "f"
"34264" NA NA "N/A" "f"
"34265" 100 96 "within an hour" "f"
"34266" 94 91 "within an hour" "f"
"34267" 77 50 "within a day" "f"
"34268" 100 85 "within a few hours" "f"
"34269" NA NA "N/A" "f"
"34270" 100 0 "within an hour" "f"
"34271" 100 100 "within an hour" "f"
"34272" 100 67 "within a day" "f"
"34273" 100 92 "within a few hours" "f"
"34274" 100 100 "within an hour" "f"
"34275" 100 50 "within a few hours" "t"
"34276" 96 95 "within a few hours" "f"
"34277" 40 71 "a few days or more" "f"
"34278" 100 98 "within an hour" "f"
"34279" 90 83 "within a few hours" "f"
"34280" 75 41 "within a day" "f"
"34281" 100 100 "within a few hours" "f"
"34282" 100 90 "within an hour" "f"
"34283" 100 100 "within an hour" "f"
"34284" 100 100 "within a few hours" "f"
"34285" 100 100 "within a day" "f"
"34286" NA NA "N/A" "f"
"34287" 100 NA "within a few hours" "f"
"34288" NA NA "N/A" "f"
"34289" NA NA "N/A" "f"
"34290" 100 82 "within a few hours" "f"
"34291" 100 60 "within a few hours" "f"
"34292" 70 100 "within a day" "f"
"34293" 100 57 "within a few hours" "f"
"34294" 100 100 "within a day" "f"
"34295" 90 100 "within a few hours" "f"
"34296" 100 97 "within an hour" "f"
"34297" 100 100 "within an hour" "f"
"34298" 100 86 "within an hour" "f"
"34299" 100 40 "within a few hours" "f"
"34300" 100 100 "within a day" "f"
"34301" 100 100 "within a few hours" "f"
"34302" NA NA "N/A" "f"
"34303" 100 NA "within a day" "f"
"34304" 100 100 "within an hour" "f"
"34305" 100 73 "within a few hours" "f"
"34306" 97 97 "within a few hours" "f"
"34307" NA NA "N/A" "f"
"34308" 50 100 "within a day" "f"
"34309" 100 100 "within a few hours" "f"
"34310" 100 0 "within a few hours" "f"
"34311" 38 100 "a few days or more" "f"
"34312" NA NA "N/A" "f"
"34313" 100 100 "within an hour" "f"
"34314" 100 100 "within an hour" "f"
"34315" 100 100 "within a few hours" "t"
"34316" NA NA "N/A" "f"
"34317" 100 NA "within a day" "f"
"34318" NA NA "N/A" "f"
"34319" 38 83 "a few days or more" "f"
"34320" 100 67 "within an hour" "f"
"34321" 100 80 "within an hour" "f"
"34322" 100 100 "within an hour" "f"
"34323" NA NA "N/A" "f"
"34324" 100 64 "within an hour" "f"
"34325" 100 100 "within a few hours" "f"
"34326" 100 75 "within a few hours" "f"
"34327" 100 100 "within an hour" "f"
"34328" NA NA "N/A" "f"
"34329" 100 50 "within an hour" "f"
"34330" NA NA "N/A" "f"
"34331" 100 100 "within an hour" "f"
"34332" 100 33 "within an hour" "f"
"34333" NA NA "N/A" "f"
"34334" 100 100 "within an hour" "f"
"34335" 100 100 "within an hour" "f"
"34336" 90 67 "within a few hours" "f"
"34337" 50 100 "within a day" "f"
"34338" 90 100 "within a few hours" "f"
"34339" 100 100 "within a few hours" "f"
"34340" NA NA "N/A" "f"
"34341" 100 67 "within a few hours" "f"
"34342" 90 100 "within an hour" "f"
"34343" NA NA "N/A" "f"
"34344" 100 100 "within an hour" "t"
"34345" 100 25 "within a few hours" "f"
"34346" 50 80 "within a day" "f"
"34347" 100 67 "within a few hours" "f"
"34348" 100 100 "within a few hours" "f"
"34349" 100 100 "within an hour" "f"
"34350" 95 100 "within a few hours" "f"
"34351" NA NA "N/A" "f"
"34352" 100 NA "within an hour" "f"
"34353" 100 100 "within a few hours" "f"
"34354" 90 96 "within a few hours" "f"
"34355" 100 NA "within a few hours" "f"
"34356" 60 NA "within a day" "f"
"34357" 100 100 "within an hour" "f"
"34358" 33 NA "a few days or more" "f"
"34359" 100 96 "within an hour" "f"
"34360" 100 NA "within a few hours" "f"
"34361" 100 100 "within an hour" "f"
"34362" 90 100 "within an hour" "f"
"34363" 100 100 "within an hour" "f"
"34364" 100 69 "within a few hours" "f"
"34365" NA NA "N/A" "f"
"34366" 100 91 "within a few hours" "f"
"34367" 100 100 "within an hour" "f"
"34368" NA NA "N/A" "f"
"34369" NA NA "N/A" "f"
"34370" 90 100 "within a day" "f"
"34371" 100 100 "within an hour" "f"
"34372" 98 93 "within an hour" "f"
"34373" 100 50 "within a few hours" "f"
"34374" 99 100 "within an hour" "f"
"34375" NA NA "N/A" "f"
"34376" NA NA "N/A" "f"
"34377" 100 64 "within an hour" "f"
"34378" NA NA "N/A" "f"
"34379" 100 80 "within an hour" "f"
"34380" 86 100 "within an hour" "f"
"34381" NA NA "N/A" "f"
"34382" NA NA "N/A" "f"
"34383" 100 57 "within an hour" "f"
"34384" NA NA "N/A" "f"
"34385" 90 88 "within a few hours" "f"
"34386" 88 0 "within a day" "f"
"34387" 100 40 "within a few hours" "f"
"34388" 95 100 "within a few hours" "f"
"34389" 86 92 "within a day" "f"
"34390" 100 100 "within a few hours" "f"
"34391" NA NA "N/A" "f"
"34392" 92 100 "within a few hours" "f"
"34393" 100 100 "within a day" "f"
"34394" 100 100 "within a few hours" "t"
"34395" 98 100 "within a few hours" "f"
"34396" 100 100 "within a day" "f"
"34397" 95 100 "within an hour" "f"
"34398" 100 100 "within an hour" "f"
"34399" NA NA "N/A" "f"
"34400" 100 100 "within an hour" "f"
"34401" 100 0 "within a day" "f"
"34402" 100 100 "within a few hours" "f"
"34403" 100 60 "within an hour" "f"
"34404" 100 88 "within a few hours" "f"
"34405" 100 100 "within an hour" "f"
"34406" 100 75 "within an hour" "f"
"34407" 100 96 "within a few hours" "f"
"34408" NA NA "N/A" "f"
"34409" 100 100 "within a few hours" "f"
"34410" 33 NA "a few days or more" "f"
"34411" 90 100 "within an hour" "f"
"34412" 50 100 "within a day" "f"
"34413" NA NA "N/A" "f"
"34414" 80 62 "within a day" "f"
"34415" 75 100 "within a day" "f"
"34416" 50 50 "a few days or more" "f"
"34417" 100 100 "within an hour" "f"
"34418" 60 100 "within a day" "f"
"34419" NA NA "N/A" "f"
"34420" 100 83 "within an hour" "f"
"34421" 100 100 "within an hour" "f"
"34422" 90 80 "within an hour" "f"
"34423" 100 100 "within an hour" "f"
"34424" 100 71 "within a few hours" "t"
"34425" 50 100 "within a day" "f"
"34426" 100 100 "within an hour" "f"
"34427" 100 100 "within an hour" "f"
"34428" 100 NA "within a few hours" "f"
"34429" 100 100 "within an hour" "f"
"34430" 88 100 "within a day" "f"
"34431" 50 100 "within a day" "f"
"34432" 100 100 "within an hour" "f"
"34433" NA NA "N/A" "f"
"34434" 67 100 "within a few hours" "f"
"34435" NA NA "N/A" "f"
"34436" NA NA "N/A" "f"
"34437" NA NA "N/A" "f"
"34438" NA NA "N/A" "f"
"34439" 97 96 "within an hour" "f"
"34440" NA NA "N/A" "f"
"34441" NA NA "N/A" "f"
"34442" 100 100 "within a few hours" "f"
"34443" NA NA "N/A" "f"
"34444" 100 0 "within a few hours" "f"
"34445" 100 71 "within an hour" "f"
"34446" 100 81 "within a few hours" "f"
"34447" 50 NA "within a day" "f"
"34448" 100 100 "within an hour" "f"
"34449" NA NA "N/A" "f"
"34450" NA NA "N/A" "f"
"34451" 90 100 "within a few hours" "f"
"34452" 100 100 "within an hour" "f"
"34453" 100 100 "within an hour" "f"
"34454" 100 100 "within an hour" "f"
"34455" NA NA "N/A" "f"
"34456" 40 67 "a few days or more" "f"
"34457" 100 0 "within a day" "f"
"34458" 90 71 "within an hour" "f"
"34459" 100 55 "within a day" "f"
"34460" 100 100 "within a few hours" "f"
"34461" 70 90 "within a day" "f"
"34462" 100 100 "within an hour" "f"
"34463" NA NA "N/A" "f"
"34464" NA NA "N/A" "f"
"34465" 100 90 "within an hour" "f"
"34466" 100 83 "within a few hours" "f"
"34467" 44 100 "a few days or more" "f"
"34468" 100 100 "within an hour" "f"
"34469" 67 50 "within a day" "f"
"34470" 100 99 "within an hour" "f"
"34471" 100 71 "within a few hours" "f"
"34472" 90 33 "within a day" "f"
"34473" NA NA "N/A" "f"
"34474" 100 55 "within a few hours" "f"
"34475" 97 97 "within a few hours" "f"
"34476" 100 80 "within a few hours" "f"
"34477" NA NA "N/A" "f"
"34478" 100 100 "within an hour" "t"
"34479" 80 100 "within a day" "f"
"34480" NA 100 "N/A" "f"
"34481" 99 93 "within a few hours" "f"
"34482" 100 100 "within an hour" "f"
"34483" 100 NA "within an hour" "f"
"34484" 100 100 "within an hour" "f"
"34485" 60 NA "within a day" "f"
"34486" 100 100 "within a few hours" "f"
"34487" 100 100 "within a day" "f"
"34488" NA NA "N/A" "f"
"34489" NA NA "N/A" "f"
"34490" 100 NA "within a day" "f"
"34491" 100 100 "within an hour" "f"
"34492" 100 50 "within a few hours" "f"
"34493" NA NA "N/A" "f"
"34494" 67 100 "within a day" "f"
"34495" 100 100 "within an hour" "f"
"34496" 100 50 "within an hour" "f"
"34497" NA NA "N/A" "f"
"34498" 100 97 "within an hour" "f"
"34499" NA NA "N/A" "f"
"34500" NA NA "N/A" "f"
"34501" 80 80 "within a day" "f"
"34502" 67 NA "within a day" "f"
"34503" NA NA "N/A" "f"
"34504" 90 67 "within a few hours" "f"
"34505" 100 100 "within a day" "f"
"34506" 100 100 "within an hour" "f"
"34507" 100 50 "within a few hours" "f"
"34508" NA NA "N/A" "f"
"34509" 100 100 "within a day" "f"
"34510" 90 100 "within a day" "f"
"34511" NA NA "N/A" "f"
"34512" 100 100 "within a few hours" "f"
"34513" 60 75 "within a day" "f"
"34514" 100 67 "within a few hours" "f"
"34515" 100 75 "within a few hours" "f"
"34516" 100 NA "within an hour" "f"
"34517" 100 100 "within a few hours" "f"
"34518" 100 100 "within an hour" "f"
"34519" NA NA "N/A" "f"
"34520" 100 89 "within a few hours" "f"
"34521" 100 100 "within a few hours" "f"
"34522" 100 58 "within an hour" "f"
"34523" 100 100 "within a few hours" "f"
"34524" 100 100 "within an hour" "f"
"34525" 100 96 "within a few hours" "f"
"34526" 83 88 "within a day" "f"
"34527" NA NA "N/A" "f"
"34528" 70 73 "within a few hours" "f"
"34529" 80 67 "within a few hours" "f"
